filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1_original.jpg,398745,"{}",1,0,"{""name"":""rect"",""x"":1123,""y"":775,""width"":134,""height"":52}","{}"
2_original.jpg,172977,"{}",1,0,"{""name"":""rect"",""x"":520,""y"":414,""width"":564,""height"":190}","{}"
3_original.jpg,144855,"{}",1,0,"{""name"":""rect"",""x"":442,""y"":236,""width"":370,""height"":120}","{}"
4_original.jpg,205292,"{}",1,0,"{""name"":""rect"",""x"":517,""y"":411,""width"":404,""height"":173}","{}"
5_original.jpg,118295,"{}",1,0,"{""name"":""rect"",""x"":340,""y"":227,""width"":470,""height"":174}","{}"
6_original.jpg,75428,"{}",1,0,"{""name"":""rect"",""x"":311,""y"":203,""width"":406,""height"":152}","{}"
7_original.jpg,136099,"{}",1,0,"{""name"":""rect"",""x"":381,""y"":170,""width"":624,""height"":264}","{}"
8_original.jpg,98009,"{}",1,0,"{""name"":""rect"",""x"":560,""y"":273,""width"":65,""height"":183}","{}"
9_original.jpg,83350,"{}",1,0,"{""name"":""rect"",""x"":318,""y"":208,""width"":487,""height"":159}","{}"
10_original.jpg,52214,"{}",1,0,"{""name"":""rect"",""x"":306,""y"":182,""width"":131,""height"":129}","{}"
11_original.jpg,80751,"{}",1,0,"{""name"":""rect"",""x"":225,""y"":175,""width"":135,""height"":90}","{}"
12_original.jpg,37435,"{}",1,0,"{""name"":""rect"",""x"":184,""y"":149,""width"":252,""height"":95}","{}"
13_original.jpg,32725,"{}",1,0,"{""name"":""rect"",""x"":258,""y"":159,""width"":144,""height"":73}","{}"
14_original.jpg,43796,"{}",1,0,"{""name"":""rect"",""x"":202,""y"":182,""width"":207,""height"":78}","{}"
15_original.jpg,47519,"{}",1,0,"{""name"":""rect"",""x"":89,""y"":138,""width"":329,""height"":201}","{}"
16_original.jpg,44110,"{}",1,0,"{""name"":""rect"",""x"":174,""y"":126,""width"":297,""height"":98}","{}"
